,time_period,rainfall,mean_temperature,disease_cases,population,parent,location,Cases,E,month,ID_year,ID_spat
52,2016-07,139.636,15.72,0.0,92858.5611307333,-,Neembucu,0.0,92858.5611307333,7,2016,Neembucu
53,2016-08,125.532,17.59,0.0,92858.5611307333,-,Neembucu,0.0,92858.5611307333,8,2016,Neembucu
54,2016-09,51.651,17.59,0.0,92858.5611307333,-,Neembucu,0.0,92858.5611307333,9,2016,Neembucu
55,2016-10,255.81,21.36,0.0,92858.5611307333,-,Neembucu,0.0,92858.5611307333,10,2016,Neembucu
56,2016-11,153.904,22.62,0.0,92858.5611307333,-,Neembucu,0.0,92858.5611307333,11,2016,Neembucu
57,2016-12,154.435,25.2,0.0,92858.5611307333,-,Neembucu,0.0,92858.5611307333,12,2016,Neembucu
0,2012-03,70.346,25.83,13.0,399946.777117048,-,Paraguari,13.0,399946.777117048,3,2012,Paraguari
1,2012-04,160.908,21.71,78.0,399946.777117048,-,Paraguari,78.0,399946.777117048,4,2012,Paraguari
2,2012-05,76.408,19.99,39.0,399946.777117048,-,Paraguari,39.0,399946.777117048,5,2012,Paraguari
3,2012-06,63.351,16.97,66.0,399946.777117048,-,Paraguari,66.0,399946.777117048,6,2012,Paraguari
4,2012-07,57.008,14.21,64.0,399946.777117048,-,Paraguari,64.0,399946.777117048,7,2012,Paraguari
5,2012-08,69.884,20.45,6.0,399946.777117048,-,Paraguari,6.0,399946.777117048,8,2012,Paraguari
6,2012-09,51.646,21.82,8.0,399946.777117048,-,Paraguari,8.0,399946.777117048,9,2012,Paraguari
7,2012-10,134.337,24.61,5.0,399946.777117048,-,Paraguari,5.0,399946.777117048,10,2012,Paraguari
8,2012-11,93.328,26.11,0.0,399946.777117048,-,Paraguari,0.0,399946.777117048,11,2012,Paraguari
9,2012-12,209.781,27.98,2.0,399946.777117048,-,Paraguari,2.0,399946.777117048,12,2012,Paraguari
10,2013-01,65.647,27.48,47.0,405427.206326998,-,Paraguari,47.0,405427.206326998,1,2013,Paraguari
11,2013-02,85.655,27.15,183.0,405427.206326998,-,Paraguari,183.0,405427.206326998,2,2013,Paraguari
12,2013-03,134.694,23.9,524.0,405427.206326998,-,Paraguari,524.0,405427.206326998,3,2013,Paraguari
13,2013-04,199.147,22.0,488.0,405427.206326998,-,Paraguari,488.0,405427.206326998,4,2013,Paraguari
14,2013-05,129.257,18.56,322.0,405427.206326998,-,Paraguari,322.0,405427.206326998,5,2013,Paraguari
15,2013-06,81.152,16.68,89.0,405427.206326998,-,Paraguari,89.0,405427.206326998,6,2013,Paraguari
16,2013-07,77.964,16.28,12.0,405427.206326998,-,Paraguari,12.0,405427.206326998,7,2013,Paraguari
17,2013-08,78.278,14.92,0.0,405427.206326998,-,Paraguari,0.0,405427.206326998,8,2013,Paraguari
18,2013-09,122.257,18.9,2.0,405427.206326998,-,Paraguari,2.0,405427.206326998,9,2013,Paraguari
19,2013-10,163.977,21.99,0.0,405427.206326998,-,Paraguari,0.0,405427.206326998,10,2013,Paraguari
20,2013-11,180.01,24.49,1.0,405427.206326998,-,Paraguari,1.0,405427.206326998,11,2013,Paraguari
21,2013-12,44.788,28.05,2.0,405427.206326998,-,Paraguari,2.0,405427.206326998,12,2013,Paraguari
22,2014-01,162.411,28.57,0.0,411032.190746266,-,Paraguari,0.0,411032.190746266,1,2014,Paraguari
23,2014-02,94.154,28.36,0.0,411032.190746266,-,Paraguari,0.0,411032.190746266,2,2014,Paraguari
24,2014-03,283.112,23.81,0.0,411032.190746266,-,Paraguari,0.0,411032.190746266,3,2014,Paraguari
25,2014-04,251.638,21.86,9.0,411032.190746266,-,Paraguari,9.0,411032.190746266,4,2014,Paraguari
26,2014-05,180.743,18.57,6.0,411032.190746266,-,Paraguari,6.0,411032.190746266,5,2014,Paraguari
27,2014-06,186.139,16.61,1.0,411032.190746266,-,Paraguari,1.0,411032.190746266,6,2014,Paraguari
28,2014-07,146.709,16.92,0.0,411032.190746266,-,Paraguari,0.0,411032.190746266,7,2014,Paraguari
29,2014-08,41.255,19.17,0.0,411032.190746266,-,Paraguari,0.0,411032.190746266,8,2014,Paraguari
30,2014-09,308.818,21.62,0.0,411032.190746266,-,Paraguari,0.0,411032.190746266,9,2014,Paraguari
31,2014-10,53.236,25.77,0.0,411032.190746266,-,Paraguari,0.0,411032.190746266,10,2014,Paraguari
32,2014-11,167.086,24.39,0.0,411032.190746266,-,Paraguari,0.0,411032.190746266,11,2014,Paraguari
33,2014-12,222.427,26.06,0.0,411032.190746266,-,Paraguari,0.0,411032.190746266,12,2014,Paraguari
34,2015-01,176.082,27.09,0.0,416574.897560874,-,Paraguari,0.0,416574.897560874,1,2015,Paraguari
35,2015-02,82.221,27.01,0.0,416574.897560874,-,Paraguari,0.0,416574.897560874,2,2015,Paraguari
36,2015-03,108.622,25.74,3.0,416574.897560874,-,Paraguari,3.0,416574.897560874,3,2015,Paraguari
37,2015-04,121.726,22.67,9.0,416574.897560874,-,Paraguari,9.0,416574.897560874,4,2015,Paraguari
38,2015-05,166.116,19.51,10.0,416574.897560874,-,Paraguari,10.0,416574.897560874,5,2015,Paraguari
39,2015-06,117.053,18.41,8.0,416574.897560874,-,Paraguari,8.0,416574.897560874,6,2015,Paraguari
40,2015-07,94.342,16.76,0.0,416574.897560874,-,Paraguari,0.0,416574.897560874,7,2015,Paraguari
41,2015-08,101.714,21.16,0.0,416574.897560874,-,Paraguari,0.0,416574.897560874,8,2015,Paraguari
42,2015-09,111.532,20.33,0.0,416574.897560874,-,Paraguari,0.0,416574.897560874,9,2015,Paraguari
43,2015-10,162.14,22.23,0.0,416574.897560874,-,Paraguari,0.0,416574.897560874,10,2015,Paraguari
44,2015-11,278.819,23.42,0.0,416574.897560874,-,Paraguari,0.0,416574.897560874,11,2015,Paraguari
45,2015-12,431.222,25.8,30.0,416574.897560874,-,Paraguari,30.0,416574.897560874,12,2015,Paraguari
46,2016-01,136.746,28.11,92.0,422117.604375483,-,Paraguari,92.0,422117.604375483,1,2016,Paraguari
47,2016-02,207.172,27.72,259.0,422117.604375483,-,Paraguari,259.0,422117.604375483,2,2016,Paraguari
48,2016-03,140.089,23.42,73.0,422117.604375483,-,Paraguari,73.0,422117.604375483,3,2016,Paraguari
49,2016-04,164.516,24.12,27.0,422117.604375483,-,Paraguari,27.0,422117.604375483,4,2016,Paraguari
50,2016-05,64.619,16.3,8.0,422117.604375483,-,Paraguari,8.0,422117.604375483,5,2016,Paraguari
51,2016-06,68.725,13.06,0.0,422117.604375483,-,Paraguari,0.0,422117.604375483,6,2016,Paraguari
52,2016-07,77.536,16.09,0.0,422117.604375483,-,Paraguari,0.0,422117.604375483,7,2016,Paraguari
53,2016-08,77.12,18.57,0.0,422117.604375483,-,Paraguari,0.0,422117.604375483,8,2016,Paraguari
54,2016-09,27.947,18.52,0.0,422117.604375483,-,Paraguari,0.0,422117.604375483,9,2016,Paraguari
55,2016-10,337.533,22.02,0.0,422117.604375483,-,Paraguari,0.0,422117.604375483,10,2016,Paraguari
56,2016-11,113.229,23.56,0.0,422117.604375483,-,Paraguari,0.0,422117.604375483,11,2016,Paraguari
57,2016-12,156.52,26.45,0.0,422117.604375483,-,Paraguari,0.0,422117.604375483,12,2016,Paraguari
0,2012-03,142.091,26.02,3.0,89418.1716906684,-,PresidenteHayes,3.0,89418.1716906684,3,2012,PresidenteHayes
1,2012-04,265.915,23.32,7.0,89418.1716906684,-,PresidenteHayes,7.0,89418.1716906684,4,2012,PresidenteHayes
2,2012-05,66.927,21.33,1.0,89418.1716906684,-,PresidenteHayes,1.0,89418.1716906684,5,2012,PresidenteHayes
3,2012-06,80.534,18.88,5.0,89418.1716906684,-,PresidenteHayes,5.0,89418.1716906684,6,2012,PresidenteHayes
4,2012-07,78.735,16.84,1.0,89418.1716906684,-,PresidenteHayes,1.0,89418.1716906684,7,2012,PresidenteHayes
5,2012-08,19.82,22.6,1.0,89418.1716906684,-,PresidenteHayes,1.0,89418.1716906684,8,2012,PresidenteHayes
6,2012-09,38.968,24.92,1.0,89418.1716906684,-,PresidenteHayes,1.0,89418.1716906684,9,2012,PresidenteHayes
7,2012-10,136.415,27.33,7.0,89418.1716906684,-,PresidenteHayes,7.0,89418.1716906684,10,2012,PresidenteHayes
8,2012-11,139.989,27.15,0.0,89418.1716906684,-,PresidenteHayes,0.0,89418.1716906684,11,2012,PresidenteHayes
9,2012-12,71.951,29.59,13.0,89418.1716906684,-,PresidenteHayes,13.0,89418.1716906684,12,2012,PresidenteHayes
10,2013-01,45.527,30.0,64.0,90643.4596241438,-,PresidenteHayes,64.0,90643.4596241438,1,2013,PresidenteHayes
11,2013-02,95.043,29.12,426.0,90643.4596241438,-,PresidenteHayes,426.0,90643.4596241438,2,2013,PresidenteHayes
12,2013-03,58.833,26.8,1376.0,90643.4596241438,-,PresidenteHayes,1376.0,90643.4596241438,3,2013,PresidenteHayes
13,2013-04,156.807,23.68,505.0,90643.4596241438,-,PresidenteHayes,505.0,90643.4596241438,4,2013,PresidenteHayes
14,2013-05,100.231,21.27,436.0,90643.4596241438,-,PresidenteHayes,436.0,90643.4596241438,5,2013,PresidenteHayes
15,2013-06,140.859,19.11,21.0,90643.4596241438,-,PresidenteHayes,21.0,90643.4596241438,6,2013,PresidenteHayes
16,2013-07,17.386,18.59,7.0,90643.4596241438,-,PresidenteHayes,7.0,90643.4596241438,7,2013,PresidenteHayes
17,2013-08,35.14,17.98,0.0,90643.4596241438,-,PresidenteHayes,0.0,90643.4596241438,8,2013,PresidenteHayes
18,2013-09,62.624,22.37,0.0,90643.4596241438,-,PresidenteHayes,0.0,90643.4596241438,9,2013,PresidenteHayes
19,2013-10,209.208,24.07,0.0,90643.4596241438,-,PresidenteHayes,0.0,90643.4596241438,10,2013,PresidenteHayes
20,2013-11,126.615,26.11,2.0,90643.4596241438,-,PresidenteHayes,2.0,90643.4596241438,11,2013,PresidenteHayes
21,2013-12,85.36,29.32,19.0,90643.4596241438,-,PresidenteHayes,19.0,90643.4596241438,12,2013,PresidenteHayes
22,2014-01,195.397,27.84,3.0,91896.5950106526,-,PresidenteHayes,3.0,91896.5950106526,1,2014,PresidenteHayes
23,2014-02,44.393,29.07,1.0,91896.5950106526,-,PresidenteHayes,1.0,91896.5950106526,2,2014,PresidenteHayes
24,2014-03,212.683,25.14,0.0,91896.5950106526,-,PresidenteHayes,0.0,91896.5950106526,3,2014,PresidenteHayes
25,2014-04,180.361,24.02,8.0,91896.5950106526,-,PresidenteHayes,8.0,91896.5950106526,4,2014,PresidenteHayes
26,2014-05,201.965,20.44,0.0,91896.5950106526,-,PresidenteHayes,0.0,91896.5950106526,5,2014,PresidenteHayes
27,2014-06,152.727,19.03,0.0,91896.5950106526,-,PresidenteHayes,0.0,91896.5950106526,6,2014,PresidenteHayes
28,2014-07,99.2,18.87,0.0,91896.5950106526,-,PresidenteHayes,0.0,91896.5950106526,7,2014,PresidenteHayes
29,2014-08,13.021,22.12,0.0,91896.5950106526,-,PresidenteHayes,0.0,91896.5950106526,8,2014,PresidenteHayes
30,2014-09,126.434,25.49,0.0,91896.5950106526,-,PresidenteHayes,0.0,91896.5950106526,9,2014,PresidenteHayes
31,2014-10,42.165,28.67,0.0,91896.5950106526,-,PresidenteHayes,0.0,91896.5950106526,10,2014,PresidenteHayes
32,2014-11,188.824,25.86,0.0,91896.5950106526,-,PresidenteHayes,0.0,91896.5950106526,11,2014,PresidenteHayes
33,2014-12,88.957,27.75,0.0,91896.5950106526,-,PresidenteHayes,0.0,91896.5950106526,12,2014,PresidenteHayes
34,2015-01,117.306,29.33,0.0,93135.8066706448,-,PresidenteHayes,0.0,93135.8066706448,1,2015,PresidenteHayes
35,2015-02,175.255,28.18,0.0,93135.8066706448,-,PresidenteHayes,0.0,93135.8066706448,2,2015,PresidenteHayes
36,2015-03,95.557,26.74,2.0,93135.8066706448,-,PresidenteHayes,2.0,93135.8066706448,3,2015,PresidenteHayes
37,2015-04,144.24,24.51,0.0,93135.8066706448,-,PresidenteHayes,0.0,93135.8066706448,4,2015,PresidenteHayes
38,2015-05,202.416,21.12,1.0,93135.8066706448,-,PresidenteHayes,1.0,93135.8066706448,5,2015,PresidenteHayes
39,2015-06,66.661,21.01,0.0,93135.8066706448,-,PresidenteHayes,0.0,93135.8066706448,6,2015,PresidenteHayes
40,2015-07,131.496,18.78,22.0,93135.8066706448,-,PresidenteHayes,22.0,93135.8066706448,7,2015,PresidenteHayes
41,2015-08,48.552,23.66,0.0,93135.8066706448,-,PresidenteHayes,0.0,93135.8066706448,8,2015,PresidenteHayes
42,2015-09,88.001,23.89,12.0,93135.8066706448,-,PresidenteHayes,12.0,93135.8066706448,9,2015,PresidenteHayes
43,2015-10,158.344,25.03,0.0,93135.8066706448,-,PresidenteHayes,0.0,93135.8066706448,10,2015,PresidenteHayes
44,2015-11,234.932,25.67,1.0,93135.8066706448,-,PresidenteHayes,1.0,93135.8066706448,11,2015,PresidenteHayes
45,2015-12,360.004,27.41,36.0,93135.8066706448,-,PresidenteHayes,36.0,93135.8066706448,12,2015,PresidenteHayes
46,2016-01,165.698,28.56,17.0,94375.0183306369,-,PresidenteHayes,17.0,94375.0183306369,1,2016,PresidenteHayes
47,2016-02,212.835,28.5,4.0,94375.0183306369,-,PresidenteHayes,4.0,94375.0183306369,2,2016,PresidenteHayes
48,2016-03,217.129,24.54,1.0,94375.0183306369,-,PresidenteHayes,1.0,94375.0183306369,3,2016,PresidenteHayes
49,2016-04,104.453,25.29,0.0,94375.0183306369,-,PresidenteHayes,0.0,94375.0183306369,4,2016,PresidenteHayes
50,2016-05,113.919,18.09,0.0,94375.0183306369,-,PresidenteHayes,0.0,94375.0183306369,5,2016,PresidenteHayes
51,2016-06,23.34,14.96,0.0,94375.0183306369,-,PresidenteHayes,0.0,94375.0183306369,6,2016,PresidenteHayes
52,2016-07,32.261,18.75,0.0,94375.0183306369,-,PresidenteHayes,0.0,94375.0183306369,7,2016,PresidenteHayes
53,2016-08,88.875,20.92,0.0,94375.0183306369,-,PresidenteHayes,0.0,94375.0183306369,8,2016,PresidenteHayes
54,2016-09,36.873,20.59,0.0,94375.0183306369,-,PresidenteHayes,0.0,94375.0183306369,9,2016,PresidenteHayes
55,2016-10,153.461,24.74,0.0,94375.0183306369,-,PresidenteHayes,0.0,94375.0183306369,10,2016,PresidenteHayes
56,2016-11,165.905,24.98,0.0,94375.0183306369,-,PresidenteHayes,0.0,94375.0183306369,11,2016,PresidenteHayes
57,2016-12,182.396,27.24,0.0,94375.0183306369,-,PresidenteHayes,0.0,94375.0183306369,12,2016,PresidenteHayes
0,2012-03,87.439,25.31,3.0,395956.030456543,-,SanPedro,3.0,395956.030456543,3,2012,SanPedro
1,2012-04,271.691,22.84,4.0,395956.030456543,-,SanPedro,4.0,395956.030456543,4,2012,SanPedro
2,2012-05,97.311,20.72,10.0,395956.030456543,-,SanPedro,10.0,395956.030456543,5,2012,SanPedro
3,2012-06,154.829,18.49,4.0,395956.030456543,-,SanPedro,4.0,395956.030456543,6,2012,SanPedro
4,2012-07,105.415,17.13,26.0,395956.030456543,-,SanPedro,26.0,395956.030456543,7,2012,SanPedro
5,2012-08,12.942,22.57,1.0,395956.030456543,-,SanPedro,1.0,395956.030456543,8,2012,SanPedro
6,2012-09,31.431,24.15,3.0,395956.030456543,-,SanPedro,3.0,395956.030456543,9,2012,SanPedro
7,2012-10,174.905,25.93,14.0,395956.030456543,-,SanPedro,14.0,395956.030456543,10,2012,SanPedro
8,2012-11,115.728,26.18,1.0,395956.030456543,-,SanPedro,1.0,395956.030456543,11,2012,SanPedro
9,2012-12,74.241,28.88,15.0,395956.030456543,-,SanPedro,15.0,395956.030456543,12,2012,SanPedro
10,2013-01,112.983,27.63,29.0,401381.774878869,-,SanPedro,29.0,401381.774878869,1,2013,SanPedro
11,2013-02,165.231,27.15,37.0,401381.774878869,-,SanPedro,37.0,401381.774878869,2,2013,SanPedro
12,2013-03,106.491,25.21,87.0,401381.774878869,-,SanPedro,87.0,401381.774878869,3,2013,SanPedro
13,2013-04,178.982,22.73,13.0,401381.774878869,-,SanPedro,13.0,401381.774878869,4,2013,SanPedro
14,2013-05,146.772,20.46,4.0,401381.774878869,-,SanPedro,4.0,401381.774878869,5,2013,SanPedro
15,2013-06,210.649,18.73,2.0,401381.774878869,-,SanPedro,2.0,401381.774878869,6,2013,SanPedro
16,2013-07,47.226,18.12,21.0,401381.774878869,-,SanPedro,21.0,401381.774878869,7,2013,SanPedro
17,2013-08,46.926,17.44,31.0,401381.774878869,-,SanPedro,31.0,401381.774878869,8,2013,SanPedro
18,2013-09,98.38,21.64,13.0,401381.774878869,-,SanPedro,13.0,401381.774878869,9,2013,SanPedro
19,2013-10,148.275,23.26,3.0,401381.774878869,-,SanPedro,3.0,401381.774878869,10,2013,SanPedro
20,2013-11,135.22,25.66,1.0,401381.774878869,-,SanPedro,1.0,401381.774878869,11,2013,SanPedro
21,2013-12,84.318,28.06,7.0,401381.774878869,-,SanPedro,7.0,401381.774878869,12,2013,SanPedro
22,2014-01,203.207,27.25,0.0,406930.831674429,-,SanPedro,0.0,406930.831674429,1,2014,SanPedro
23,2014-02,54.798,27.96,0.0,406930.831674429,-,SanPedro,0.0,406930.831674429,2,2014,SanPedro
24,2014-03,256.764,24.61,0.0,406930.831674429,-,SanPedro,0.0,406930.831674429,3,2014,SanPedro
25,2014-04,176.089,23.39,0.0,406930.831674429,-,SanPedro,0.0,406930.831674429,4,2014,SanPedro
26,2014-05,189.632,19.85,0.0,406930.831674429,-,SanPedro,0.0,406930.831674429,5,2014,SanPedro
27,2014-06,231.378,19.1,0.0,406930.831674429,-,SanPedro,0.0,406930.831674429,6,2014,SanPedro
28,2014-07,175.236,18.55,0.0,406930.831674429,-,SanPedro,0.0,406930.831674429,7,2014,SanPedro
29,2014-08,19.683,21.86,0.0,406930.831674429,-,SanPedro,0.0,406930.831674429,8,2014,SanPedro
30,2014-09,264.31,24.59,0.0,406930.831674429,-,SanPedro,0.0,406930.831674429,9,2014,SanPedro
31,2014-10,35.605,27.46,0.0,406930.831674429,-,SanPedro,0.0,406930.831674429,10,2014,SanPedro
32,2014-11,188.548,25.09,0.0,406930.831674429,-,SanPedro,0.0,406930.831674429,11,2014,SanPedro
33,2014-12,121.157,26.45,0.0,406930.831674429,-,SanPedro,0.0,406930.831674429,12,2014,SanPedro
34,2015-01,173.835,27.74,0.0,412418.232283372,-,SanPedro,0.0,412418.232283372,1,2015,SanPedro
35,2015-02,170.935,26.6,2.0,412418.232283372,-,SanPedro,2.0,412418.232283372,2,2015,SanPedro
36,2015-03,103.056,25.77,24.0,412418.232283372,-,SanPedro,24.0,412418.232283372,3,2015,SanPedro
37,2015-04,110.605,23.71,65.0,412418.232283372,-,SanPedro,65.0,412418.232283372,4,2015,SanPedro
38,2015-05,184.591,20.58,28.0,412418.232283372,-,SanPedro,28.0,412418.232283372,5,2015,SanPedro
39,2015-06,85.555,20.4,177.0,412418.232283372,-,SanPedro,177.0,412418.232283372,6,2015,SanPedro
40,2015-07,349.641,18.64,95.0,412418.232283372,-,SanPedro,95.0,412418.232283372,7,2015,SanPedro
41,2015-08,38.606,23.99,49.0,412418.232283372,-,SanPedro,49.0,412418.232283372,8,2015,SanPedro
42,2015-09,126.77,23.72,34.0,412418.232283372,-,SanPedro,34.0,412418.232283372,9,2015,SanPedro
43,2015-10,106.236,25.19,15.0,412418.232283372,-,SanPedro,15.0,412418.232283372,10,2015,SanPedro
44,2015-11,356.06,25.07,25.0,412418.232283372,-,SanPedro,25.0,412418.232283372,11,2015,SanPedro
45,2015-12,351.607,26.57,25.0,412418.232283372,-,SanPedro,25.0,412418.232283372,12,2015,SanPedro
46,2016-01,193.79,27.48,2.0,417905.632892315,-,SanPedro,2.0,417905.632892315,1,2016,SanPedro
47,2016-02,245.42,27.36,16.0,417905.632892315,-,SanPedro,16.0,417905.632892315,2,2016,SanPedro
48,2016-03,255.803,24.1,14.0,417905.632892315,-,SanPedro,14.0,417905.632892315,3,2016,SanPedro
49,2016-04,67.984,25.21,2.0,417905.632892315,-,SanPedro,2.0,417905.632892315,4,2016,SanPedro
50,2016-05,171.56,17.93,1.0,417905.632892315,-,SanPedro,1.0,417905.632892315,5,2016,SanPedro
51,2016-06,16.912,15.2,0.0,417905.632892315,-,SanPedro,0.0,417905.632892315,6,2016,SanPedro
52,2016-07,63.325,18.51,0.0,417905.632892315,-,SanPedro,0.0,417905.632892315,7,2016,SanPedro
53,2016-08,201.598,20.18,0.0,417905.632892315,-,SanPedro,0.0,417905.632892315,8,2016,SanPedro
54,2016-09,61.805,19.76,0.0,417905.632892315,-,SanPedro,0.0,417905.632892315,9,2016,SanPedro
55,2016-10,176.228,23.91,0.0,417905.632892315,-,SanPedro,0.0,417905.632892315,10,2016,SanPedro
56,2016-11,102.812,24.67,0.0,417905.632892315,-,SanPedro,0.0,417905.632892315,11,2016,SanPedro
57,2016-12,194.833,26.24,0.0,417905.632892315,-,SanPedro,0.0,417905.632892315,12,2016,SanPedro
